"project","branch","date","author","message"
"my-ui-components","main","Fri Mar 21 00:29:41 2025 -0600","flavioespinoza","2.0.5"
"my-ui-components","main","Fri Mar 21 00:29:33 2025 -0600","flavioespinoza","fix"
"my-ui-components","main","Fri Mar 21 00:29:13 2025 -0600","flavioespinoza","fix"
"my-ui-components","main","Fri Mar 21 00:26:11 2025 -0600","flavioespinoza","2.0.4"
"my-ui-components","main","Fri Mar 21 00:26:02 2025 -0600","flavioespinoza","fix"
"my-ui-components","main","Fri Mar 21 00:20:49 2025 -0600","flavioespinoza","2.0.3"
"my-ui-components","main","Fri Mar 21 00:20:40 2025 -0600","flavioespinoza","Prepare for patch release"
"my-ui-components","main","Fri Mar 21 00:03:15 2025 -0600","flavioespinoza","2.0.2"
"my-ui-components","main","Fri Mar 21 00:03:06 2025 -0600","flavioespinoza","fix"
"my-ui-components","main","Thu Mar 20 23:59:13 2025 -0600","flavioespinoza","2.0.1"
"my-ui-components","main","Thu Mar 20 23:59:10 2025 -0600","flavioespinoza","changes"
"my-ui-components","main","Thu Mar 20 23:46:46 2025 -0600","flavioespinoza","1.0.1"
"my-ui-components","main","Thu Mar 20 23:44:43 2025 -0600","flavioespinoza","Add changeset for new release"
"my-ui-components","main","Thu Mar 20 23:42:16 2025 -0600","flavioespinoza","npm changes"
"my-ui-components","main","Thu Mar 20 23:29:10 2025 -0600","flavioespinoza","Setup automated versioning and NPM publishing via changesets"
"my-ui-components","main","Thu Mar 20 23:25:39 2025 -0600","flavioespinoza","ignore"
"my-ui-components","main","Thu Mar 20 23:25:00 2025 -0600","flavioespinoza","Add GitHub Action to auto-publish on main"
"my-ui-components","main","Thu Mar 20 23:18:55 2025 -0600","flavioespinoza","ignore"
"run-dashboard","main","Thu Feb 27 09:46:38 2025 -0700","Flavio Espinoza","pull"
"run-dashboard","main","Thu Feb 27 09:45:59 2025 -0700","Flavio Espinoza","setSubmitted false if there is no captchaToken"
"run-dashboard","main","Tue Feb 25 14:06:05 2025 -0700","Flavio Espinoza","Update quizData.ts"
"run-dashboard","main","Thu Feb 20 09:48:24 2025 -0700","Flavio Espinoza","Merge pull request #55 from blocklessnetwork/achievement-quiz"
"run-dashboard","main","Wed Feb 19 11:19:08 2025 -0700","Flavio Espinoza","Changed  isPassed to isAchievementQuizCompleted"
"run-dashboard","main","Wed Feb 19 10:32:09 2025 -0700","Flavio Espinoza","merged_main"
"run-dashboard","main","Wed Feb 19 10:30:50 2025 -0700","Flavio Espinoza","log"
"run-dashboard","main","Wed Feb 19 09:51:03 2025 -0700","Flavio Espinoza","removed_logs"
"run-dashboard","main","Tue Feb 18 13:59:31 2025 -0700","Flavio Espinoza","Merge pull request #54 from blocklessnetwork/achievement-quiz"
"run-dashboard","main","Tue Feb 18 04:57:24 2025 -0700","Flavio Espinoza","fixed_checkbox"
"run-dashboard","main","Tue Feb 18 04:43:42 2025 -0700","Flavio Espinoza","fixed_theme_on_modal"
"run-dashboard","main","Tue Feb 18 04:32:12 2025 -0700","Flavio Espinoza","fixed_theme_on_modal"
"run-dashboard","main","Mon Feb 17 11:26:06 2025 -0700","Flavio Espinoza","Merge pull request #53 from blocklessnetwork/achievement-quiz"
"run-dashboard","main","Mon Feb 17 11:24:58 2025 -0700","Flavio Espinoza","ready_for_review"
"run-dashboard","main","Mon Feb 17 11:22:51 2025 -0700","Flavio Espinoza","changes_per_butain"
"run-dashboard","main","Mon Feb 17 11:03:03 2025 -0700","Flavio Espinoza","Merge pull request #52 from blocklessnetwork/achievement-quiz"
"run-dashboard","main","Mon Feb 17 11:01:56 2025 -0700","Flavio Espinoza","ready_for_review"
"run-dashboard","main","Mon Feb 17 10:53:43 2025 -0700","Flavio Espinoza","recaptcha_token"
"run-dashboard","main","Sun Feb 16 16:44:00 2025 -0700","Flavio Espinoza","formatting"
"run-dashboard","main","Sun Feb 16 16:11:08 2025 -0700","Flavio Espinoza","Formatting."
"run-dashboard","main","Sun Feb 16 15:32:36 2025 -0700","Flavio Espinoza","connected_to_aux_server"
"run-dashboard","main","Tue Feb 11 18:41:50 2025 -0700","Flavio Espinoza","Merge pull request #50 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Tue Feb 11 18:33:50 2025 -0700","Flavio Espinoza","vercel_error_fix"
"run-dashboard","main","Tue Feb 11 18:15:08 2025 -0700","Flavio Espinoza","Merge pull request #49 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Tue Feb 11 18:12:38 2025 -0700","Flavio Espinoza","vercel_error_fix"
"run-dashboard","main","Tue Feb 11 18:08:25 2025 -0700","Flavio Espinoza","Merge pull request #48 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Tue Feb 11 18:07:11 2025 -0700","Flavio Espinoza","vercel_error_fix"
"run-dashboard","main","Tue Feb 11 17:29:02 2025 -0700","Flavio Espinoza","Merge pull request #47 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Tue Feb 11 17:27:55 2025 -0700","Flavio Espinoza","chnges per Butain"
"run-dashboard","main","Mon Feb 10 13:20:18 2025 -0700","Flavio Espinoza","handleSubmit"
"run-dashboard","main","Mon Feb 10 11:51:55 2025 -0700","Flavio Espinoza","Merge pull request #46 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Mon Feb 10 11:42:04 2025 -0700","Flavio Espinoza","handleSubmit"
"run-dashboard","main","Mon Feb 10 09:56:17 2025 -0700","Flavio Espinoza","Merge pull request #44 from blocklessnetwork/feature/form-achievement"
"run-dashboard","main","Sat Feb 8 05:37:06 2025 -0700","Flavio Espinoza","reverted_ts_config"
"run-dashboard","main","Sat Feb 8 05:26:21 2025 -0700","Flavio Espinoza","removed_unused"
"run-dashboard","main","Sat Feb 8 05:24:21 2025 -0700","Flavio Espinoza","ready_for_review"
"run-dashboard","main","Fri Feb 7 19:56:06 2025 -0700","Flavio Espinoza","recapcha"
"run-dashboard","main","Fri Feb 7 05:05:43 2025 -0700","Flavio Espinoza","Updated failed message."
"run-dashboard","main","Fri Feb 7 05:00:56 2025 -0700","Flavio Espinoza","fix_vercel_error"
"run-dashboard","main","Fri Feb 7 04:58:13 2025 -0700","Flavio Espinoza","Updated user flow for quiz passed and quiz failed."
"run-dashboard","main","Thu Feb 6 01:43:19 2025 -0700","Flavio Espinoza","Added title between quiz and survey."
"run-dashboard","main","Thu Feb 6 01:38:24 2025 -0700","Flavio Espinoza","quiz_highlights"
"run-dashboard","main","Wed Feb 5 12:34:26 2025 -0700","Flavio Espinoza","Quiz and Survey questions + validation."
"run-dashboard","main","Mon Jan 27 08:27:00 2025 -0700","Flavio Espinoza","Added survey achievement."
"run-dashboard","main","Mon Jan 27 07:23:56 2025 -0700","Flavio Espinoza","modal"
"run-dashboard","main","Mon Jan 27 06:45:40 2025 -0700","Flavio Espinoza","simple_form"
"run-dashboard","main","Wed Jan 22 10:08:38 2025 -0700","Flavio Espinoza","Merge pull request #37 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Wed Jan 22 10:07:06 2025 -0700","Flavio Espinoza","Merge pull request #41 from blocklessnetwork/feature/das-6-feat-refactor-x-and-discord-connect"
"run-dashboard","main","Wed Jan 22 09:56:12 2025 -0700","Flavio Espinoza","merged_main"
"run-dashboard","main","Thu Jan 16 10:17:39 2025 -0700","Flavio Espinoza","Merge pull request #38 from blocklessnetwork/feature/das-6-feat-refactor-x-and-discord-connect"
"run-dashboard","main","Thu Jan 16 09:58:05 2025 -0700","Flavio Espinoza","Fixed X invite url."
"run-dashboard","main","Thu Jan 16 08:16:48 2025 -0700","Flavio Espinoza","Merge pull request #36 from blocklessnetwork/feature/das-6-feat-refactor-x-and-discord-connect"
"run-dashboard","main","Thu Jan 16 08:15:35 2025 -0700","Flavio Espinoza","Removed unused npm modules."
"run-dashboard","main","Thu Jan 16 08:11:58 2025 -0700","Flavio Espinoza","Removed unused npm modules."
"run-dashboard","main","Thu Jan 16 08:10:22 2025 -0700","Flavio Espinoza","Refactor of follow buttons."
"run-dashboard","main","Wed Jan 15 10:32:53 2025 -0700","Flavio Espinoza","New branch"
"run-dashboard","main","Mon Dec 23 13:18:42 2024 -0700","Flavio Espinoza","Merge pull request #32 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Mon Dec 23 13:17:39 2024 -0700","Flavio Espinoza","Fixed X limit error console.log"
"run-dashboard","main","Fri Dec 20 12:07:33 2024 -0700","Flavio Espinoza","Merge pull request #31 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 12:06:34 2024 -0700","Flavio Espinoza","Discord guild data error."
"run-dashboard","main","Fri Dec 20 12:04:17 2024 -0700","Flavio Espinoza","Moved rate_limited to top of catch block."
"run-dashboard","main","Fri Dec 20 11:59:16 2024 -0700","Flavio Espinoza","Merge pull request #30 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 11:58:25 2024 -0700","Flavio Espinoza","Discord guild data error."
"run-dashboard","main","Fri Dec 20 11:50:28 2024 -0700","Flavio Espinoza","Merge pull request #29 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 11:47:12 2024 -0700","Flavio Espinoza","Discord guild data error."
"run-dashboard","main","Fri Dec 20 11:07:47 2024 -0700","Flavio Espinoza","Merge pull request #28 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 11:06:51 2024 -0700","Flavio Espinoza","Rate limited error message 15 min."
"run-dashboard","main","Fri Dec 20 10:43:41 2024 -0700","Flavio Espinoza","Merge pull request #27 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 10:42:31 2024 -0700","Flavio Espinoza","Rate limited error message 15 min."
"run-dashboard","main","Fri Dec 20 10:35:39 2024 -0700","Flavio Espinoza","Merge pull request #26 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Fri Dec 20 10:33:44 2024 -0700","Flavio Espinoza","Rate limited error message."
"run-dashboard","main","Thu Dec 19 14:20:32 2024 -0700","Flavio Espinoza","Merge pull request #25 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 14:19:38 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 14:11:04 2024 -0700","Flavio Espinoza","Merge pull request #24 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 14:10:13 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 14:08:53 2024 -0700","Flavio Espinoza","Merge pull request #23 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 14:08:01 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 14:00:17 2024 -0700","Flavio Espinoza","Merge pull request #22 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 13:59:24 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:58:07 2024 -0700","Flavio Espinoza","Merge pull request #21 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 13:56:37 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:39:35 2024 -0700","Flavio Espinoza","Merge pull request #20 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 13:38:26 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:27:18 2024 -0700","Flavio Espinoza","Merge pull request #19 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 13:26:25 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:24:53 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:23:01 2024 -0700","Flavio Espinoza","Added error return for X api errors."
"run-dashboard","main","Thu Dec 19 13:06:48 2024 -0700","Flavio Espinoza","Merge pull request #18 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 13:05:51 2024 -0700","Flavio Espinoza","removed X auth  revoke token."
"run-dashboard","main","Thu Dec 19 10:40:18 2024 -0700","Flavio Espinoza","Merge pull request #11 from blocklessnetwork/feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Thu Dec 19 10:10:23 2024 -0700","Flavio Espinoza","Added message to Failed to Login error message."
"run-dashboard","main","Wed Dec 18 11:31:14 2024 -0700","Flavio Espinoza","toast_duration_4000"
"run-dashboard","main","Wed Dec 18 11:29:17 2024 -0700","Flavio Espinoza","removed_unused_import"
"run-dashboard","main","Wed Dec 18 10:42:51 2024 -0700","Flavio Espinoza","x"
"run-dashboard","main","Tue Dec 17 16:15:21 2024 -0700","Flavio Espinoza","formatting"
"run-dashboard","main","Tue Dec 17 16:04:59 2024 -0700","Flavio Espinoza","removed_script"
"run-dashboard","main","Tue Dec 17 16:04:08 2024 -0700","Flavio Espinoza","removed_twitter_html"
"run-dashboard","main","Tue Dec 17 13:34:10 2024 -0700","Flavio Espinoza","fix_vercel_errpr"
"run-dashboard","main","Tue Dec 17 13:31:30 2024 -0700","Flavio Espinoza","Moved X update socials to /dashboard/api/x/verify-user"
"run-dashboard","main","Tue Dec 17 11:47:05 2024 -0700","Flavio Espinoza","Moved Discord verify and update to server api /dashboard/api/discord/verify-user."
"run-dashboard","main","Tue Dec 17 11:36:23 2024 -0700","Flavio Espinoza","Moved Discord verify and update to server api /dashboard/api/discord/verify-user."
"run-dashboard","main","Tue Dec 17 11:21:56 2024 -0700","Flavio Espinoza","Moved Discord verify and update to server api /dashboard/api/discord/verify-user."
"run-dashboard","main","Tue Dec 17 09:31:22 2024 -0700","Flavio Espinoza","Removed user email"
"run-dashboard","main","Tue Dec 17 09:17:10 2024 -0700","Flavio Espinoza","Ädded 8000ms duration to toast. Added error handleing for referralData and socialData."
"run-dashboard","main","Tue Dec 17 08:58:53 2024 -0700","Flavio Espinoza","Removals based on Udit PR#11 comments."
"run-dashboard","main","Tue Dec 17 08:05:52 2024 -0700","Flavio Espinoza","Removals based on Udit PR#11 comments."
"run-dashboard","main","Tue Dec 17 06:24:20 2024 -0700","Flavio Espinoza","Fix breaking change."
"run-dashboard","main","Fri Dec 13 11:56:20 2024 -0700","Flavio Espinoza","Email added to avatar dropdown menu."
"run-dashboard","main","Fri Dec 13 11:54:47 2024 -0700","Flavio Espinoza","Email added to avatar dropdown menu."
"run-dashboard","main","Fri Dec 13 11:46:37 2024 -0700","Flavio Espinoza","Email added to avatar dropdown menu."
"run-dashboard","main","Fri Dec 13 11:46:14 2024 -0700","Flavio Espinoza","Email added to avatar dropdown menu."
"run-dashboard","main","Fri Dec 13 10:08:34 2024 -0700","Flavio Espinoza","Social username added to done badge on achievements complete."
"run-dashboard","main","Fri Dec 13 05:03:39 2024 -0700","Flavio Espinoza","Social verify added."
"run-dashboard","main","Fri Dec 13 04:59:12 2024 -0700","Flavio Espinoza","Social verify added."
"run-dashboard","main","Fri Dec 13 00:05:33 2024 -0700","Flavio Espinoza","missing_radix"
"run-dashboard","main","Tue Dec 10 18:20:52 2024 -0700","Flavio Espinoza","x-api-key added"
"run-dashboard","main","Tue Dec 10 18:06:23 2024 -0700","Flavio Espinoza","x-api-key added"
"run-dashboard","main","Tue Dec 10 17:28:05 2024 -0700","Flavio Espinoza","Merge remote-tracking branch 'origin/main' into feature/das-3-feat-discord-connection-achievement"
"run-dashboard","main","Tue Dec 10 17:25:21 2024 -0700","Flavio Espinoza","x-api-key added"
"run-dashboard","main","Mon Dec 9 15:35:31 2024 -0700","Flavio Espinoza","Added Bless X envars."
"run-dashboard","main","Mon Dec 9 14:41:22 2024 -0700","Flavio Espinoza","Moved add user to discord guild to verify-user api."
"run-dashboard","main","Mon Dec 9 12:49:01 2024 -0700","Flavio Espinoza","removed_env"
"run-dashboard","main","Sun Dec 8 15:14:14 2024 -0700","Flavio Espinoza","cleanup"
"run-dashboard","main","Sun Dec 8 15:05:17 2024 -0700","Flavio Espinoza","cleanup"
"run-dashboard","main","Sun Dec 8 15:04:48 2024 -0700","Flavio Espinoza","cleanup"
"run-dashboard","main","Sun Dec 8 15:04:21 2024 -0700","Flavio Espinoza","cleanup"
"run-dashboard","main","Sun Dec 8 15:04:05 2024 -0700","Flavio Espinoza","cleanup"
"run-dashboard","main","Sun Dec 8 14:57:37 2024 -0700","Flavio Espinoza","X connect Bless OAuth2 complete."
"run-dashboard","main","Fri Dec 6 15:04:44 2024 -0700","Flavio Espinoza","X connect Bless OAuth2 working."
"run-dashboard","main","Thu Dec 5 13:13:34 2024 -0700","Flavio Espinoza","urls for discord"
"run-dashboard","main","Thu Dec 5 12:14:14 2024 -0700","Flavio Espinoza","updateSocials test successfull."
"run-dashboard","main","Tue Dec 3 14:13:03 2024 -0700","Flavio Espinoza","getUserSocials"
"run-dashboard","main","Tue Dec 3 13:47:11 2024 -0700","Flavio Espinoza","getUserSocials working on localhost gateway server"
"run-dashboard","main","Mon Dec 2 15:27:50 2024 -0700","Flavio Espinoza","X OAuth2 access_token granted with X authClient."
"run-dashboard","main","Mon Dec 2 12:00:34 2024 -0700","Flavio Espinoza","Active Node done"
"run-dashboard","main","Mon Dec 2 09:01:45 2024 -0700","Flavio Espinoza","Added notes.md to ignore."
"run-dashboard","main","Mon Dec 2 06:49:46 2024 -0700","Flavio Espinoza","api join-guild changed from axios to fetch"
"run-dashboard","main","Sun Dec 1 18:38:04 2024 -0700","Flavio Espinoza","api routes discord/verify-user and discord/join-guild."
"run-dashboard","main","Sun Dec 1 12:59:40 2024 -0700","Flavio Espinoza","Active Node done"
"run-dashboard","main","Wed Nov 27 12:51:34 2024 -0700","Flavio Espinoza","Enabled X Follow button."
"run-dashboard","main","Wed Nov 27 10:09:28 2024 -0700","Flavio Espinoza","First round of UI updates done for /dashboard."
"run-dashboard","main","Wed Nov 27 09:15:30 2024 -0700","Flavio Espinoza","Active Node done"
"run-dashboard","main","Tue Nov 26 10:24:54 2024 -0700","Flavio Espinoza","CpuMemoryContext moved to lib."
"run-dashboard","main","Tue Nov 26 10:14:34 2024 -0700","Flavio Espinoza","CPU and Memory usage charts and percentages."
"run-dashboard","main","Tue Nov 26 10:09:50 2024 -0700","Flavio Espinoza","CPU and Memory usage charts and percentages."
"run-dashboard","main","Tue Nov 26 09:30:22 2024 -0700","Flavio Espinoza","CPU and Memory Usage radial bar charts."
"run-dashboard","main","Tue Nov 26 08:22:33 2024 -0700","Flavio Espinoza","CPU and Memory Usage values."
"run-dashboard","main","Tue Nov 26 07:14:23 2024 -0700","Flavio Espinoza","Text size for total time if for example it is: 333d 23h 59m"
"run-dashboard","main","Tue Nov 26 07:09:05 2024 -0700","Flavio Espinoza","Working on add discord user to Bless server."
"run-dashboard","main","Mon Nov 25 14:03:20 2024 -0700","Flavio Espinoza","Discord connect button."
"run-dashboard","main","Mon Nov 25 10:21:27 2024 -0700","Flavio Espinoza","Referrals section"
"run-dashboard","main","Thu Nov 21 10:58:40 2024 -0700","Flavio Espinoza","Animation, total time, and your uptime."
"run-dashboard","main","Thu Nov 21 05:53:20 2024 -0700","Flavio Espinoza","Flex layout for new dashboard ui."
"run-dashboard","main","Wed Nov 20 18:53:10 2024 -0700","Flavio Espinoza","styling"
"run-dashboard","main","Wed Nov 20 18:40:15 2024 -0700","Flavio Espinoza","Grid layout for new dashboard."
"run-dashboard","main","Tue Nov 19 15:29:57 2024 -0700","Flavio Espinoza","merged_main"
"run-dashboard","main","Tue Nov 19 15:28:46 2024 -0700","Flavio Espinoza","Tailwind config"
"run-dashboard","main","Tue Nov 19 09:42:51 2024 -0700","Flavio Espinoza","Tailwind config and Card component."
"run-dashboard","main","Tue Nov 5 08:15:45 2024 -0700","Flavio Espinoza","Fixed display name issue."
"run-dashboard","main","Thu Oct 31 09:55:52 2024 -0600","Flavio Espinoza","Formatting."
"run-dashboard","main","Thu Oct 31 09:45:35 2024 -0600","Flavio Espinoza","merged_main"
"run-dashboard","main","Thu Oct 24 11:54:33 2024 -0600","Flavio Espinoza","fixed useToast from path"
"run-dashboard","main","Thu Oct 24 11:51:42 2024 -0600","Flavio Espinoza","Created new hook use-copy-to-clipboard."
"run-dashboard","main","Thu Oct 24 11:49:21 2024 -0600","Flavio Espinoza","Created new hook use-copy-to-clipboard."
"run-dashboard","main","Thu Oct 24 10:01:57 2024 -0600","Flavio Espinoza","Removed console.log from nodes-table."
"run-dashboard","main","Thu Oct 24 09:35:34 2024 -0600","Flavio Espinoza","Changed Tooltip component to use React.forwardRef to match other ui components."
"run-dashboard","main","Thu Oct 24 08:25:46 2024 -0600","Flavio Espinoza","Current account and public key done. Private key download setup. Need api endpoint. Change account setup. Need clarification."
"run-dashboard","main","Thu Oct 24 06:57:57 2024 -0600","Flavio Espinoza","merged_main"
"run-dashboard","main","Wed Oct 23 14:27:27 2024 -0600","Flavio Espinoza","Fist pass at settings page."
"run-dashboard","main","Wed Oct 23 12:14:00 2024 -0600","Flavio Espinoza","Enabled Settings link in dropdown."
"salsa-ui","main","Mon Apr 7 06:35:39 2025 -0600","Flavio Espinoza","Merge pull request #6 from flavioespinoza/colors-colors-colors-colors"
"salsa-ui","main","Mon Apr 7 06:29:43 2025 -0600","flavioespinoza","1.0.50"
"salsa-ui","main","Mon Apr 7 06:29:12 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Mon Apr 7 06:28:40 2025 -0600","flavioespinoza","fix: colors"
"salsa-ui","main","Sun Apr 6 12:05:38 2025 -0600","flavioespinoza","1.0.49"
"salsa-ui","main","Sun Apr 6 12:05:09 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sun Apr 6 12:04:49 2025 -0600","flavioespinoza","add: SalsaIcon"
"salsa-ui","main","Sun Apr 6 09:02:00 2025 -0600","flavioespinoza","1.0.48"
"salsa-ui","main","Sun Apr 6 09:00:58 2025 -0600","Flavio Espinoza","Merge pull request #5 from flavioespinoza/side-nav-fix"
"salsa-ui","main","Sun Apr 6 09:00:28 2025 -0600","flavioespinoza","fix: SideNav width"
"salsa-ui","main","Sun Apr 6 07:45:59 2025 -0600","flavioespinoza","1.0.47"
"salsa-ui","main","Sun Apr 6 07:45:38 2025 -0600","flavioespinoza","1.0.46"
"salsa-ui","main","Sun Apr 6 07:45:18 2025 -0600","flavioespinoza","fix: tsconfig"
"salsa-ui","main","Sun Apr 6 07:41:36 2025 -0600","flavioespinoza","revert"
"salsa-ui","main","Sun Apr 6 07:35:41 2025 -0600","flavioespinoza","fix: SideNav header"
"salsa-ui","main","Sun Apr 6 07:12:00 2025 -0600","flavioespinoza","1.0.45"
"salsa-ui","main","Sun Apr 6 07:11:34 2025 -0600","flavioespinoza","docs: SideNav"
"salsa-ui","main","Sun Apr 6 06:39:42 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sun Apr 6 06:39:17 2025 -0600","flavioespinoza","side-nav styling"
"salsa-ui","main","Sun Apr 6 00:45:20 2025 -0600","flavioespinoza","update: Readme import @flavioespinoza/salsa-ui/dist/index.css"
"salsa-ui","main","Sun Apr 6 00:44:25 2025 -0600","flavioespinoza","update: Readme import @flavioespinoza/salsa-ui/dist/index.css"
"salsa-ui","main","Sat Apr 5 22:53:30 2025 -0600","flavioespinoza","fix: globals.css exports"
"salsa-ui","main","Sat Apr 5 22:46:20 2025 -0600","flavioespinoza","fix: globals.css exports"
"salsa-ui","main","Sat Apr 5 22:39:16 2025 -0600","flavioespinoza","docs: Side-Nav"
"salsa-ui","main","Sat Apr 5 22:25:40 2025 -0600","flavioespinoza","docs: Side-Nav"
"salsa-ui","main","Sat Apr 5 22:23:58 2025 -0600","flavioespinoza","docs: Side-Nav"
"salsa-ui","main","Sat Apr 5 22:21:56 2025 -0600","flavioespinoza","docs: useSideNavStore"
"salsa-ui","main","Sat Apr 5 22:21:40 2025 -0600","flavioespinoza","docs: useSideNavStore"
"salsa-ui","main","Sat Apr 5 22:15:48 2025 -0600","flavioespinoza","docs: useSideNavStore"
"salsa-ui","main","Sat Apr 5 22:15:22 2025 -0600","flavioespinoza","docs: useSideNavStore"
"salsa-ui","main","Sat Apr 5 21:54:59 2025 -0600","flavioespinoza","docs: Card"
"salsa-ui","main","Sat Apr 5 21:50:45 2025 -0600","flavioespinoza","docs: Textarea"
"salsa-ui","main","Sat Apr 5 21:42:38 2025 -0600","flavioespinoza","docs: Side-Nav"
"salsa-ui","main","Sat Apr 5 21:37:36 2025 -0600","flavioespinoza","docs: Card"
"salsa-ui","main","Sat Apr 5 21:28:43 2025 -0600","flavioespinoza","docs: Card-Section"
"salsa-ui","main","Sat Apr 5 21:20:32 2025 -0600","flavioespinoza","docs: Icons"
"salsa-ui","main","Sat Apr 5 21:15:12 2025 -0600","flavioespinoza","docs: Input"
"salsa-ui","main","Sat Apr 5 21:08:20 2025 -0600","flavioespinoza","1.0.44"
"salsa-ui","main","Sat Apr 5 21:08:03 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sat Apr 5 21:07:47 2025 -0600","flavioespinoza","docs: Checkbox and Button docs. refactor: Input component."
"salsa-ui","main","Sat Apr 5 11:59:48 2025 -0600","flavioespinoza","1.0.43"
"salsa-ui","main","Sat Apr 5 11:59:33 2025 -0600","flavioespinoza","1.0.42"
"salsa-ui","main","Sat Apr 5 11:59:11 2025 -0600","flavioespinoza","updated: publish script"
"salsa-ui","main","Sat Apr 5 11:58:17 2025 -0600","flavioespinoza","fix: checkbox colors"
"salsa-ui","main","Sat Apr 5 11:15:12 2025 -0600","flavioespinoza","1.0.41"
"salsa-ui","main","Sat Apr 5 11:14:33 2025 -0600","flavioespinoza","change: build script"
"salsa-ui","main","Sat Apr 5 11:13:00 2025 -0600","flavioespinoza","fix: globals.css exports"
"salsa-ui","main","Sat Apr 5 11:08:24 2025 -0600","flavioespinoza","1.0.40"
"salsa-ui","main","Sat Apr 5 11:07:47 2025 -0600","flavioespinoza","fix: colors"
"salsa-ui","main","Sat Apr 5 11:02:09 2025 -0600","flavioespinoza","1.0.39"
"salsa-ui","main","Sat Apr 5 11:01:08 2025 -0600","flavioespinoza","fix: added globals.css to the build"
"salsa-ui","main","Sat Apr 5 10:46:48 2025 -0600","flavioespinoza","1.0.38"
"salsa-ui","main","Sat Apr 5 10:46:25 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sat Apr 5 10:46:05 2025 -0600","flavioespinoza","fix: globals.css added salsa colors"
"salsa-ui","main","Sat Apr 5 10:40:22 2025 -0600","flavioespinoza","1.0.37"
"salsa-ui","main","Sat Apr 5 10:39:38 2025 -0600","flavioespinoza","clean"
"salsa-ui","main","Sat Apr 5 10:39:21 2025 -0600","flavioespinoza","update: tailwind.config.ts with salsa colors"
"salsa-ui","main","Sat Apr 5 10:30:46 2025 -0600","flavioespinoza","1.0.36"
"salsa-ui","main","Sat Apr 5 10:30:31 2025 -0600","flavioespinoza","refactor: button.tsx"
"salsa-ui","main","Sat Apr 5 01:02:44 2025 -0600","flavioespinoza","1.0.35"
"salsa-ui","main","Sat Apr 5 01:02:34 2025 -0600","flavioespinoza","change: Textarea focus ring"
"salsa-ui","main","Sat Apr 5 00:40:47 2025 -0600","flavioespinoza","1.0.34"
"salsa-ui","main","Sat Apr 5 00:40:00 2025 -0600","flavioespinoza","docs: Checkbox"
"salsa-ui","main","Sat Apr 5 00:33:15 2025 -0600","flavioespinoza","1.0.33"
